Rank,Name,Platform,Year,Genre,Publisher,NA_Sales,EU_Sales,JP_Sales,Other_Sales,Global_Sales
12569,Hisshou Pachinko*Pachi-Slot Kouryaku Series Portable Vol. 1: Shinseiki Evangelion - Tamashii no Kiseki,PSP,2010,Misc,D3Publisher,0.0,0.0,0.06,0.0,0.06
12570,Akai Katana Shin,X360,2011,Shooter,Cave,0.04,0.0,0.01,0.0,0.06
12571,Busy Scissors,DS,2010,Simulation,Little Orbit,0.06,0.0,0.0,0.0,0.06
12572,Zero Escape: Zero Time Dilemma,PSV,2016,Adventure,Aksys Games,0.03,0.0,0.02,0.01,0.06
12573,Shining Force Feather,DS,2009,Strategy,Sega,0.0,0.0,0.06,0.0,0.06
12574,S.T.A.L.K.E.R.: Call of Pripyat,PC,2009,Shooter,Namco Bandai Games,0.0,0.05,0.0,0.01,0.06
12575,Champion Jockey: G1 Jockey & Gallop Racer,X360,2011,Sports,Tecmo Koei,0.0,0.05,0.0,0.01,0.06
12576,Disney's Kim Possible: Global Gemini,DS,2007,Platform,Disney Interactive Studios,0.05,0.01,0.0,0.0,0.06
12577,Kekkon: Marriage,SAT,1995,Adventure,Shogakukan,0.0,0.0,0.06,0.0,0.06
12578,Chevrolet Camaro: Wild Ride,Wii,2010,Racing,Storm City Games,0.06,0.0,0.0,0.0,0.06
12579,DreamWorks Super Star Kartz,X360,2011,Racing,Activision,0.05,0.01,0.0,0.0,0.06
12580,Barbie and Her Sisters Puppy Rescue,Wii,2015,Action,Namco Bandai Games,0.0,0.06,0.0,0.0,0.06
12581,Jissen Pachislot Secrets! Fist of the North Star F - Seikimatsu Kyuuseishu Densetsu,PS3,2012,Action,Sega,0.0,0.0,0.06,0.0,0.06
12582,Blast Lacrosse,PS,2001,Sports,Acclaim Entertainment,0.03,0.02,0.0,0.0,0.06
12583,Devil's Third,WiiU,2015,Action,Nintendo,0.04,0.02,0.0,0.01,0.06
12584,Arkanoid DS,DS,2007,Puzzle,Square Enix,0.06,0.0,0.0,0.0,0.06
12585,Kikou Heidan J-Phoenix,PS2,2001,Action,Takara,0.0,0.0,0.06,0.0,0.06
12586,Backyard NFL Football '10,PS2,2009,Sports,Atari,0.03,0.02,0.0,0.01,0.06
12587,Barbie Horse Adventures: Wild Horse Rescue,XB,2003,Sports,Vivendi Games,0.05,0.01,0.0,0.0,0.06
12588,Zero Escape: Zero Time Dilemma,3DS,2016,Adventure,Aksys Games,0.04,0.0,0.01,0.01,0.06
12589,Shonen Jump's Shaman King: Legacy of the Spirits - Soaring Hawk/Sprinting Wolf,GBA,2005,Action,Konami Digital Entertainment,0.04,0.02,0.0,0.0,0.06
12590,Bubble Bobble: Old & New,GBA,2002,Puzzle,Empire Interactive,0.04,0.02,0.0,0.0,0.06
12591,Puzzler Collection,Wii,2008,Puzzle,Ubisoft,0.05,0.01,0.0,0.0,0.06
12592,Naruto Shippuden: Gekito Ninja Taisen! Special,Wii,2010,Fighting,Takara Tomy,0.0,0.0,0.06,0.0,0.06
12593,Winx Club: Quest for the Codex,DS,2006,Action,Konami Digital Entertainment,0.03,0.02,0.0,0.01,0.06
12594,Crime Life: Gang Wars,XB,2005,Action,Konami Digital Entertainment,0.04,0.01,0.0,0.0,0.05
12595,Putty Squad,PSV,2013,Platform,System 3,0.02,0.02,0.0,0.01,0.05
12596,Tokimeki Memorial: Girls Side 1st Love,DS,2007,Adventure,Konami Digital Entertainment,0.0,0.0,0.05,0.0,0.05
12597,Boing! Docomodake DS,DS,2007,Puzzle,Ignition Entertainment,0.04,0.0,0.0,0.0,0.05
12598,Golden Axe: The Duel,SAT,1994,Fighting,Sega,0.0,0.0,0.05,0.0,0.05
12599,Capcom vs. SNK: Millennium Fight 2000 Pro,DC,2001,Fighting,Capcom,0.0,0.0,0.05,0.0,0.05
12600,Rock 'N Roll Racing,GBA,2003,Racing,Activision,0.03,0.01,0.0,0.0,0.05
12601,J-League '96 Dream Stadium,SNES,1996,Sports,Hudson Soft,0.0,0.0,0.05,0.0,0.05
12602,Rugby 2005,XB,2005,Sports,Electronic Arts,0.04,0.01,0.0,0.0,0.05
12603,Growlanser VI: Precarious World,PS2,2007,Role-Playing,Atlus,0.0,0.0,0.05,0.0,0.05
12604,Taito Legends,XB,2005,Misc,Empire Interactive,0.04,0.01,0.0,0.0,0.05
12605,Far Cry,PC,2004,Shooter,Ubisoft,0.0,0.04,0.0,0.01,0.05
12606,Silhouette Mirage,PS,1998,Platform,ESP,0.03,0.02,0.0,0.0,0.05
12607,Dynasty Warriors Vol. 2,PSP,2006,Action,Tecmo Koei,0.04,0.0,0.0,0.0,0.05
12608,Treasure Report: Kikai Jikake no Isan,DS,2011,Adventure,Namco Bandai Games,0.0,0.0,0.05,0.0,0.05
12609,Block Kuzushi,SNES,1995,Puzzle,Pow,0.0,0.0,0.05,0.0,0.05
12610,Katekyoo Hitman Reborn! DS: Bongole Shiki Taisen Battle Sugoroku,DS,2008,Misc,Takara Tomy,0.0,0.0,0.05,0.0,0.05
12611,GrimGrimoire,PS2,2007,Strategy,Tecmo Koei,0.01,0.01,0.03,0.0,0.05
12612,Neverland Card Battles,PSP,2008,Role-Playing,Idea Factory,0.04,0.0,0.0,0.01,0.05
12613,Next Generation of Chaos,PS2,2002,Role-Playing,Idea Factory,0.0,0.0,0.05,0.0,0.05
12614,Worms Reloaded,PC,2010,Strategy,Team17 Software,0.0,0.04,0.0,0.01,0.05
12615,American Chopper 2: Full Throttle,GC,2005,Racing,Activision,0.04,0.01,0.0,0.0,0.05
12616,J-League Winning Eleven 2010: Club Championship,PS2,2010,Sports,Konami Digital Entertainment,0.0,0.0,0.05,0.0,0.05
12617,Beastly Frantic Foto,DS,2011,Puzzle,Storm City Games,0.04,0.0,0.0,0.0,0.05
12618,Johnny Bazookatone,PS,1995,Platform,U.S. Gold,0.03,0.02,0.0,0.0,0.05
12619,Need for Speed Underground,PC,2003,Racing,Electronic Arts,0.0,0.04,0.0,0.01,0.05
12620,Downtown no Gaki no Tsukai Yaarahen de!! Zettai ni Tsukamatte Haikenai Gasu Kurobikari Land,3DS,2015,Action,Alchemist,0.0,0.0,0.05,0.0,0.05
12621,Reign of Fire,GBA,2002,Shooter,BAM! Entertainment,0.03,0.01,0.0,0.0,0.05
12622,StarCraft,PC,1998,Strategy,Activision,0.0,0.04,0.0,0.01,0.05
12623,Barnyard,GBA,2006,Action,THQ,0.03,0.01,0.0,0.0,0.05
12624,Koihime Musou,PS2,2008,Adventure,Yeti,0.0,0.0,0.05,0.0,0.05
12625,Nicktoons: Attack of the Toybots,DS,2007,Platform,THQ,0.04,0.0,0.0,0.0,0.05
12626,NBA 2K17,PS3,2016,Sports,Take-Two Interactive,0.03,0.01,0.0,0.01,0.05
12627,Blazing Souls: Accelate,PSP,2009,Role-Playing,Idea Factory,0.04,0.0,0.01,0.0,0.05
12628,Ms Saga: A New Dawn,PS2,2005,Role-Playing,Namco Bandai Games,0.02,0.02,0.0,0.01,0.05
12629,Kekkon Zenya,SAT,1995,Adventure,Shogakukan,0.0,0.0,0.05,0.0,0.05
12630,Finny the Fish & the Seven Waters,PS2,2004,Sports,Sony Computer Entertainment,0.02,0.02,0.0,0.01,0.05
12631,American Bass Challenge,GBA,2001,Sports,Starfish,0.03,0.01,0.0,0.0,0.05
12632,Jewel Quest Mysteries,DS,2009,Puzzle,Astragon,0.03,0.01,0.0,0.0,0.05
12633,Secret Service,X360,2008,Action,Activision Value,0.04,0.0,0.0,0.0,0.05
12634,Wasteland 2,XOne,2015,Role-Playing,Deep Silver,0.04,0.01,0.0,0.0,0.05
12635,Smash Court Tennis 3,PSP,2007,Sports,Namco Bandai Games,0.01,0.01,0.01,0.01,0.05
12636,Diabolik Lovers,PSP,2012,Adventure,Idea Factory,0.0,0.0,0.05,0.0,0.05
12637,Shugo Chara! 3-tsu no Tamagoto Koisuru Joker,DS,2008,Action,Konami Digital Entertainment,0.0,0.0,0.05,0.0,0.05
12638,Summoner: A Goddess Reborn,GC,2003,Role-Playing,THQ,0.04,0.01,0.0,0.0,0.05
12639,Saints Row: Gat out of Hell,PS4,2015,Action,Deep Silver,0.0,0.04,0.0,0.01,0.05
12640,Rock of the Dead,PS3,2010,Shooter,Conspiracy Entertainment,0.04,0.0,0.0,0.0,0.05
12641,The Sims,PC,2000,Simulation,Electronic Arts,0.01,0.03,0.0,0.01,0.05
12642,Cesar Millan's Dog Whisperer,DS,2008,Simulation,Ubisoft,0.04,0.0,0.0,0.0,0.05
12643,Sword Art Online: Game Director's Edition,PS4,2015,Role-Playing,Namco Bandai Games,0.0,0.0,0.05,0.0,0.05
12644,E.X. Troopers,PS3,2012,Shooter,Capcom,0.0,0.0,0.05,0.0,0.05
12645,Kiniro no Corda 2 Encore,PS2,2007,Role-Playing,Tecmo Koei,0.0,0.0,0.05,0.0,0.05
12646,Moon,DS,2009,Adventure,Mastiff,0.04,0.0,0.0,0.0,0.05
12647,M&M's Adventure,DS,2008,Adventure,Zoo Digital Publishing,0.04,0.0,0.0,0.0,0.05
12648,ESPN Great Outdoor Games Bass 2002,GBA,2001,Sports,Konami Digital Entertainment,0.03,0.01,0.0,0.0,0.05
12649,Super Jinsei Game 2,SNES,1995,Misc,Takara,0.0,0.0,0.05,0.0,0.05
12650,Soul Eater: Plot of Medusa,DS,2008,Action,Namco Bandai Games,0.0,0.0,0.05,0.0,0.05
12651,VR Soccer '96,PS,1996,Sports,Gremlin Interactive Ltd,0.03,0.02,0.0,0.0,0.05
12652,Ribbit King,GC,2003,Sports,Atari,0.04,0.01,0.0,0.0,0.05
12653,Pachitte Chonmage Tatsujin 15: Pachinko Fuyu no Sonata 2,PS2,2008,Misc,Hackberry,0.0,0.0,0.05,0.0,0.05
12654,American Chopper 2: Full Throttle,XB,2005,Racing,Zoo Digital Publishing,0.04,0.01,0.0,0.0,0.05
12655,Ultimate Ghosts 'n Goblins (JP sales),PSP,2006,Platform,Capcom,0.0,0.0,0.05,0.0,0.05
12656,Rugby 06,PS2,2006,Sports,Electronic Arts,0.02,0.02,0.0,0.01,0.05
12657,Fatal Frame II: Crimson Butterfly Director's Cut,XB,2004,Action,Microsoft Game Studios,0.04,0.01,0.0,0.0,0.05
12658,Deadliest Catch: Alaskan Storm,X360,2008,Sports,Navarre Corp,0.04,0.0,0.0,0.0,0.05
12659,2002 FIFA World Cup,GC,2002,Sports,Electronic Arts,0.04,0.01,0.0,0.0,0.05
12660,Colin McRae Rally 2005,XB,2004,Racing,Codemasters,0.04,0.01,0.0,0.0,0.05
12661,Kamen Rider: Battride War Genesis,PSV,2016,Action,Namco Bandai Games,0.0,0.0,0.05,0.0,0.05
12662,Venus & Braves: Majo to Megami to Horobi no Yogen,PSP,2011,Role-Playing,Namco Bandai Games,0.0,0.0,0.05,0.0,0.05
12663,Ship Simulator Extremes,PC,2010,Simulation,Paradox Interactive,0.0,0.04,0.0,0.01,0.05
12664,Zoop,PS,1995,Puzzle,MediaQuest,0.03,0.02,0.0,0.0,0.05
12665,Powerful Golf,DS,2011,Sports,Konami Digital Entertainment,0.0,0.0,0.05,0.0,0.05
12666,Saiyuki: Journey West,PS,1999,Strategy,Tecmo Koei,0.03,0.02,0.0,0.0,0.05
12667,Detective Conan: Marionette Symphony,3DS,2013,Adventure,Namco Bandai Games,0.0,0.0,0.05,0.0,0.05
12668,FIFA Soccer 10,PC,2009,Sports,Electronic Arts,0.0,0.04,0.0,0.01,0.05
12669,Amnesia Crowd,PSP,2013,Misc,Idea Factory,0.0,0.0,0.05,0.0,0.05
12670,Winter Sports 3: The Great Tournament,Wii,2010,Sports,Tradewest,0.02,0.02,0.0,0.0,0.05
12671,Keiba Eight Special,SNES,1993,Sports,Misawa,0.0,0.0,0.05,0.0,0.05
12672,Jikkyou Oshaberi Parodius,SNES,1995,Shooter,Konami Digital Entertainment,0.0,0.0,0.05,0.0,0.05
12673,Baku Baku,SAT,1995,Puzzle,Sega,0.0,0.0,0.05,0.0,0.05
12674,Fushigi no Dungeon: Fuurai no Shiren 3 Portable,PSP,2010,Role-Playing,Spike,0.0,0.0,0.05,0.0,0.05
12675,Active Life: Magical Carnival,Wii,2011,Misc,Namco Bandai Games,0.04,0.01,0.0,0.0,0.05
12676,Hokuto no Ken,PS2,2007,Fighting,Sega,0.0,0.0,0.05,0.0,0.05
12677,Yu-Gi-Oh! GX: Spirit Caller (Japan Sales),DS,2006,Misc,Konami Digital Entertainment,0.0,0.0,0.05,0.0,0.05
12678,Stretch Panic,PS2,2001,Platform,Midas Interactive Entertainment,0.02,0.02,0.0,0.01,0.05
12679,Empire Earth,PC,2001,Strategy,Vivendi Games,0.0,0.04,0.0,0.01,0.05
12680,Chousoku Henkei Gyrozetter: Albatross no Tsubasa,3DS,2013,Role-Playing,Square Enix,0.0,0.0,0.05,0.0,0.05
12681,Pro Cycling Manager 2016,PS4,2016,Sports,Focus Home Interactive,0.0,0.04,0.0,0.01,0.05
12682,Freelancer,PC,2003,Simulation,Microsoft Game Studios,0.02,0.02,0.0,0.01,0.05
12683,SD Gundam: Over Galaxian,PS,1996,Shooter,Namco Bandai Games,0.0,0.0,0.05,0.0,0.05
12684,Rogue Ops,GC,2003,Action,Kemco,0.04,0.01,0.0,0.0,0.05
12685,Smart Kid's Party Fun Pak,DS,2008,Misc,UFO Interactive,0.05,0.0,0.0,0.0,0.05
12686,MXGP 2,XOne,2016,Racing,Milestone S.r.l.,0.02,0.02,0.0,0.0,0.05
12687,Virtua Tennis 3,X360,2007,Sports,Sega,0.03,0.02,0.0,0.0,0.05
12688,BeatMania IIDX 3rd Style,PS2,2000,Simulation,Konami Digital Entertainment,0.0,0.0,0.05,0.0,0.05
12689,Yu-Gi-Oh! World Championship 2007,DS,2007,Strategy,Konami Digital Entertainment,0.0,0.01,0.04,0.0,0.05
12690,Tokimeki Memorial Girl's Side 2nd Kiss,PS2,2006,Adventure,Konami Digital Entertainment,0.0,0.0,0.05,0.0,0.05
12691,Cartoon Network Racing,DS,2006,Action,Game Factory,0.04,0.0,0.0,0.0,0.05
12692,Ty the Tasmanian Tiger 3: Night of the Quinkan,GBA,2005,Action,Zoo Digital Publishing,0.04,0.01,0.0,0.0,0.05
12693,Durarara!! 3-way Standoff,PSP,2010,Adventure,ASCII Media Works,0.0,0.0,0.05,0.0,0.05
12694,Grand Ages: Medieval,PC,2015,Strategy,Kalypso Media,0.0,0.04,0.0,0.0,0.05
12695,Hisshou 777 Fighter: Pachi Slot Eiyu Densetsu,SNES,1994,Misc,Vap,0.0,0.0,0.05,0.0,0.05
12696,Corpse Party: Blood Covered - Repeated Fear,PSP,2010,Adventure,5pb,0.0,0.0,0.05,0.0,0.05
12697,The Lost Treasures of Alexandria,DS,2011,Puzzle,Unknown,0.0,0.04,0.0,0.01,0.05
12698,Chronicles of the Sword,PS,1996,Adventure,Psygnosis,0.03,0.02,0.0,0.0,0.05
12699,Hail to the Chimp,PS3,2008,Misc,Gamecock,0.05,0.0,0.0,0.0,0.05
12700,The Lost Vikings,GBA,2003,Puzzle,Activision,0.04,0.01,0.0,0.0,0.05
12701,Yaiba: Ninja Gaiden Z,X360,2014,Action,Tecmo Koei,0.03,0.02,0.0,0.0,0.05
12702,Harukanaru Toki no Naka de 3,PS2,2004,Adventure,Tecmo Koei,0.0,0.0,0.05,0.0,0.05
12703,Codename: Kids Next Door: Operation V.I.D.E.O.G.A.M.E.,GC,2005,Platform,Global Star,0.04,0.01,0.0,0.0,0.05
12704,Need for Speed Carbon,PC,2006,Racing,Electronic Arts,0.0,0.04,0.0,0.01,0.05
12705,Reel Fishing: The Great Outdoors,PSP,2006,Sports,Natsume,0.05,0.0,0.0,0.0,0.05
12706,Assassin's Creed: Altair's Chronicles,DS,2008,Platform,Ubisoft,0.03,0.01,0.0,0.0,0.05
12707,Pirates vs Ninja Dodgeball,Wii,2009,Sports,SouthPeak Games,0.05,0.0,0.0,0.0,0.05
12708,Guild 01,3DS,2012,Action,Level 5,0.0,0.0,0.05,0.0,0.05
12709,Hummer Badlands,PS2,2006,Racing,Global Star,0.02,0.02,0.0,0.01,0.05
12710,Woody Woodpecker: Escape from Buzz Buzzard Park,PS2,2001,Platform,DreamCatcher Interactive,0.02,0.02,0.0,0.01,0.05
12711,World Series of Poker,GC,2005,Misc,Activision Value,0.04,0.01,0.0,0.0,0.05
12712,TNA iMPACT: Cross the Line,DS,2010,Fighting,SouthPeak Games,0.05,0.0,0.0,0.0,0.05
12713,Power Spike Pro Beach Volleyball,PS,2000,Sports,Infogrames,0.03,0.02,0.0,0.0,0.05
12714,White Album: Tsuzurareru Fuyu no Omoide,PS3,2010,Adventure,Aqua Plus,0.0,0.0,0.05,0.0,0.05
12715,Harukanaru Toki no Naka de: Yumenoukihashi,DS,2008,Adventure,Tecmo Koei,0.0,0.0,0.05,0.0,0.05
12716,Shinseiki Evangelion- Eva: Yukai na Nakama Tachi,PS,1998,Misc,Gainax Network Systems,0.0,0.0,0.05,0.0,0.05
12717,SD Gundam: Scad Hammers,Wii,2006,Strategy,Namco Bandai Games,0.0,0.0,0.05,0.0,0.05
12718,Spitfire Heroes: Tales of the Royal Air Force,DS,2008,Simulation,Destineer,0.05,0.0,0.0,0.0,0.05
12719,Super Bust-A-Move,GBA,2001,Puzzle,Ubisoft,0.03,0.01,0.0,0.0,0.05
12720,Adventure Time: Explore the Dungeon Because I Don't Know!,PS3,2013,Action,D3Publisher,0.02,0.02,0.0,0.01,0.05
12721,Operation Flashpoint: Dragon Rising,PC,2009,Shooter,Codemasters,0.01,0.03,0.0,0.01,0.05
12722,ZooCube,GBA,2002,Puzzle,Acclaim Entertainment,0.03,0.01,0.0,0.0,0.05
12723,Stunt GP,PS2,2001,Racing,Titus,0.02,0.02,0.0,0.01,0.05
12724,Wicked Monster Blast!,Wii,2011,Shooter,PQube,0.04,0.0,0.0,0.0,0.05
12725,NBA 2K,DC,1999,Sports,Sega,0.0,0.0,0.05,0.0,0.05
12726,D.Gray-man: Kami no Shitotachi,DS,2007,Adventure,Konami Digital Entertainment,0.0,0.0,0.05,0.0,0.05
12727,Bladestorm: Nightmare,XOne,2015,Action,Tecmo Koei,0.03,0.02,0.0,0.0,0.05
12728,Strikers 1945,SAT,1996,Shooter,Atlus,0.0,0.0,0.05,0.0,0.05
12729,Cartoon Network Block Party,GBA,2004,Misc,Majesco Entertainment,0.03,0.01,0.0,0.0,0.05
12730,Major League Baseball 2K11,PS2,2011,Sports,Take-Two Interactive,0.02,0.02,0.0,0.01,0.05
12731,Pinball Tycoon,GBA,2002,Misc,Ignition Entertainment,0.03,0.01,0.0,0.0,0.05
12732,Sesame Street: Cookie's Counting Carnival,PC,2010,Misc,Warner Bros. Interactive Entertainment,0.05,0.0,0.0,0.0,0.05
12733,"Lupin III: Lupin ni wa Shi o, Zenigata ni wa Koi o",PS2,2007,Adventure,505 Games,0.0,0.0,0.05,0.0,0.05
12734,Furu Furu Park,Wii,2007,Misc,Taito,0.05,0.0,0.0,0.0,0.05
12735,Monster Band,DS,2008,Misc,Tivola,0.04,0.0,0.0,0.0,0.05
12736,Alter Echo,XB,2003,Shooter,THQ,0.04,0.01,0.0,0.0,0.05
12737,BeatMania IIDX 4th Style: New Songs Collection,PS2,2001,Simulation,Konami Digital Entertainment,0.0,0.0,0.05,0.0,0.05
12738,Fushigi? Kagaku: Nazotoki Quiz Training - NazoTore,DS,2008,Misc,Benesse,0.0,0.0,0.05,0.0,0.05
12739,G1 Grand Prix,3DS,2012,Action,Genki,0.0,0.0,0.05,0.0,0.05
12740,LEGO Indiana Jones 2: The Adventure Continues,PC,2009,Action,Activision,0.02,0.03,0.0,0.01,0.05
12741,QUIZ PARTY,Wii,2012,Misc,Nintendo,0.0,0.05,0.0,0.0,0.05
12742,MTX Mototrax,PSP,2006,Racing,Activision,0.04,0.0,0.0,0.0,0.05
12743,Around the World in 80 Days,GBA,2004,Action,Hip Interactive,0.03,0.01,0.0,0.0,0.05
12744,Houkago Shounen,DS,2008,Misc,Konami Digital Entertainment,0.0,0.0,0.05,0.0,0.05
12745,The Grim Adventures of Billy & Mandy,Wii,2006,Action,Midway Games,0.04,0.0,0.0,0.0,0.05
12746,Classic Dungeon X2,PSP,2011,Role-Playing,Nippon Ichi Software,0.0,0.0,0.05,0.0,0.05
12747,Whirl Tour,GC,2002,Sports,Vivendi Games,0.04,0.01,0.0,0.0,0.05
12748,Payday 2,PC,2013,Shooter,505 Games,0.04,0.0,0.0,0.0,0.05
12749,Gray Matter,X360,2011,Adventure,DTP Entertainment,0.0,0.04,0.0,0.01,0.05
12750,Handball 16,PS3,2015,Sports,Bigben Interactive,0.0,0.04,0.0,0.01,0.05
12751,Centipede: Infestation,3DS,2011,Shooter,Atari,0.04,0.0,0.0,0.0,0.05
12752,Hiiro no Kakera DS,DS,2008,Adventure,Idea Factory,0.0,0.0,0.05,0.0,0.05
12753,March of the Penguins,DS,2006,Adventure,Zoo Digital Publishing,0.04,0.0,0.0,0.0,0.05
12754,Rock of the Dead,X360,2010,Shooter,Conspiracy Entertainment,0.04,0.0,0.0,0.0,0.05
12755,Arcana Famiglia: La storia della Aracana Famiglia,PSP,2011,Adventure,Comfort,0.0,0.0,0.05,0.0,0.05
12756,Tokyo Ghoul: Jail,PSV,2015,Racing,Namco Bandai Games,0.0,0.0,0.05,0.0,0.05
12757,City Life: World Edition,PC,2007,Simulation,Monte Christo Multimedia,0.0,0.04,0.0,0.01,0.05
12758,The Misadventures of Tron Bonne,PS,1999,Adventure,Eidos Interactive,0.03,0.02,0.0,0.0,0.05
12759,Wolfenstein,PC,2009,Shooter,Activision,0.01,0.03,0.0,0.01,0.05
12760,Garou Densetsu 3: Road to the Final Victory,SAT,1996,Fighting,SNK,0.0,0.0,0.05,0.0,0.05
12761,Hero Bank 2,3DS,2014,Role-Playing,Sega,0.0,0.0,0.05,0.0,0.05
12762,Atelier Ayesha: The Alchemist of Dusk,PSV,2014,Role-Playing,Tecmo Koei,0.0,0.0,0.05,0.0,0.05
12763,Brave Story: New Traveller (jp sales),PSP,2006,Role-Playing,Sony Computer Entertainment,0.0,0.0,0.05,0.0,0.05
12764,Black Jack vs. Matsudajun,PS,2000,Misc,Pony Canyon,0.03,0.02,0.0,0.0,0.05
12765,Arslan: The Warriors of Legend,PS3,2015,Action,Tecmo Koei,0.0,0.0,0.05,0.0,0.05
12766,SpongeBob SquarePants: Plankton's Robotic Revenge,X360,2013,Shooter,Activision,0.04,0.0,0.0,0.0,0.05
12767,Wrath Unleashed,XB,2004,Strategy,LucasArts,0.03,0.01,0.0,0.0,0.05
12768,Mahjong 3D: Warriors of the Emperor,3DS,2011,Misc,DTP Entertainment,0.0,0.04,0.0,0.01,0.05
12769,Hakuouki: Bakumatsu Musou Roku,PSP,2012,Action,Idea Factory,0.0,0.0,0.05,0.0,0.05
12770,Cabela's Trophy Bucks,X360,2007,Sports,Activision Value,0.04,0.0,0.0,0.0,0.05
12771,Ford Bold Moves Street Racing,PSP,2006,Racing,Xplosiv,0.04,0.0,0.0,0.0,0.05
12772,Shin Kamaitachi no Yoru: 11 Hitome no Suspect,PSV,2011,Adventure,ChunSoft,0.0,0.0,0.05,0.0,0.05
12773,Intellivision Lives!,XB,2004,Misc,Crave Entertainment,0.03,0.01,0.0,0.0,0.05
12774,Crazy Chicken: Atlantis Quest,DS,2007,Platform,Phenomedia,0.04,0.0,0.0,0.0,0.05
12775,Test Drive Le Mans,PS,1999,Racing,Infogrames,0.03,0.02,0.0,0.0,0.05
12776,Counter Force,Wii,2007,Shooter,505 Games,0.04,0.0,0.0,0.0,0.05
12777,Monster Jam: Maximum Destruction,GC,2002,Racing,Ubisoft,0.04,0.01,0.0,0.0,0.05
12778,Professor Heinz Wolff's Gravity,DS,2008,Puzzle,Deep Silver,0.04,0.0,0.0,0.0,0.05
12779,Fantastic Four: Rise of the Silver Surfer,Wii,2007,Action,Take-Two Interactive,0.04,0.01,0.0,0.0,0.05
12780,Big Air Freestyle,GC,2002,Racing,Atari,0.04,0.01,0.0,0.0,0.05
12781,Rimo-Cocoron,PS2,2001,Action,Sony Computer Entertainment,0.0,0.0,0.05,0.0,0.05
12782,Rugby World Cup 2015,X360,2015,Sports,Ubisoft,0.0,0.04,0.0,0.0,0.05
12783,Mike Tyson Heavyweight Boxing,XB,2002,Sports,Codemasters,0.03,0.01,0.0,0.0,0.05
12784,To Love-Ru Trouble Darkness: Battle Ecstasy,PSV,2014,Action,FuRyu,0.0,0.0,0.05,0.0,0.05
12785,The Berenstain Bears and the Spooky Old Tree,GBA,2005,Platform,Namco Bandai Games,0.03,0.01,0.0,0.0,0.05
12786,Lux-Pain,DS,2008,Adventure,Rising Star Games,0.04,0.0,0.0,0.0,0.05
12787,Yoru no Nai Kuni,PS3,2015,Role-Playing,Tecmo Koei,0.0,0.0,0.05,0.0,0.05
12788,Bleach: Soul Carnival,PSP,2008,Fighting,Sony Computer Entertainment,0.0,0.0,0.05,0.0,0.05
12789,B-Boy,PSP,2006,Misc,Sony Computer Entertainment,0.04,0.0,0.0,0.0,0.05
12790,Nanda's Island,DS,2009,Puzzle,Phenomedia,0.04,0.0,0.0,0.0,0.05
12791,Ape Escape,PS3,2010,Platform,Sony Computer Entertainment,0.0,0.03,0.0,0.01,0.05
12792,Activision Anthology,GBA,2003,Misc,Activision,0.03,0.01,0.0,0.0,0.05
12793,"Warhammer 40,000: Dawn of War",PC,2004,Strategy,THQ,0.01,0.03,0.0,0.01,0.05
12794,Thrillville: Off the Rails,DS,2007,Strategy,LucasArts,0.03,0.01,0.0,0.0,0.05
12795,LEGO Friends,3DS,2013,Action,Warner Bros. Interactive Entertainment,0.0,0.04,0.0,0.0,0.05
12796,Secret Files: Tunguska,PC,2006,Adventure,DreamCatcher Interactive,0.0,0.04,0.0,0.01,0.05
12797,Wayne Gretzky's 3D Hockey '98,PS,1997,Sports,GT Interactive,0.03,0.02,0.0,0.0,0.05
12798,Hakuouki SSL: Sweet School Life,PSV,2014,Adventure,Idea Factory,0.0,0.0,0.05,0.0,0.05
12799,Double Dragon Advance,GBA,2003,Action,Atlus,0.03,0.01,0.0,0.0,0.05
12800,Trigger Man,XB,2004,Shooter,Crave Entertainment,0.03,0.01,0.0,0.0,0.05
12801,Kimi ni Todoke: Tsutaeru Kimochi,DS,2011,Adventure,Banpresto,0.0,0.0,0.05,0.0,0.05
12802,Nora to Koku no Koubou: Kiri no Mori no Majo,DS,2011,Role-Playing,Atlus,0.0,0.0,0.05,0.0,0.05
12803,Bad Boys: Miami Takedown,GC,2004,Shooter,Empire Interactive,0.03,0.01,0.0,0.0,0.05
12804,SpongeBob SquarePants: Plankton's Robotic Revenge,WiiU,2013,Shooter,Activision,0.0,0.04,0.0,0.0,0.05
12805,Short Track Racing: Trading Paint,PS2,2009,Racing,THQ,0.02,0.02,0.0,0.01,0.05
12806,Game no Kanzume Vol 1,SCD,1994,Misc,Sega,0.0,0.0,0.04,0.0,0.05
12807,Plants vs. Zombies: Garden Warfare 2,PC,2016,Shooter,Electronic Arts,0.0,0.04,0.0,0.0,0.05
12808,Mighty No. 9,PS4,2016,Platform,Deep Silver,0.04,0.0,0.0,0.01,0.05
12809,Choro Q 64 2: Hacha Mecha Grand Prix Race,N64,1999,Racing,Takara,0.0,0.0,0.05,0.0,0.05
12810,Nazo Waku Yakata: Oto no Ma ni Ma ni,3DS,2011,Misc,Capcom,0.0,0.0,0.05,0.0,0.05
12811,Sesame Street: Elmo's A-to-Zoo Adventure,PC,2010,Misc,Warner Bros. Interactive Entertainment,0.04,0.0,0.0,0.0,0.05
12812,Family Fortunes,DS,2009,Misc,Mindscape,0.0,0.04,0.0,0.0,0.05
12813,The Bible Game,XB,2005,Misc,Crave Entertainment,0.03,0.01,0.0,0.0,0.05
